task_id,prompt,canonical_solution,test,text,declaration,example_test
Java/89,"import java.util.*;
import java.lang.*;

class Solution {
    /**
    Create a function encrypt that takes a string as an argument and
    returns a string encrypted with the alphabet being rotated.
    The alphabet should be rotated in a manner such that the letters
    shift down by two multiplied to two places.
    For example:
    encrypt(""hi"") returns ""lm""
    encrypt(""asdfghjkl"") returns ""ewhjklnop""
    encrypt(""gf"") returns ""kj""
    encrypt(""et"") returns ""ix""
     */
    public String encrypt(String s) {
","        StringBuilder sb = new StringBuilder();
        for (char c : s.toCharArray()) {
            if (Character.isLetter(c)) {
                sb.append((char) ('a' + (c - 'a' + 2 * 2) % 26));
            } else {
                sb.append(c);
            }
        }
        return sb.toString();
    }
}","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                Objects.equals(s.encrypt(""hi""), ""lm""),
                Objects.equals(s.encrypt(""asdfghjkl""), ""ewhjklnop""),
                Objects.equals(s.encrypt(""gf""), ""kj""),
                Objects.equals(s.encrypt(""et""), ""ix""),
                Objects.equals(s.encrypt(""faewfawefaewg""), ""jeiajeaijeiak""),
                Objects.equals(s.encrypt(""hellomyfriend""), ""lippsqcjvmirh""),
                Objects.equals(s.encrypt(""dxzdlmnilfuhmilufhlihufnmlimnufhlimnufhfucufh""), ""hbdhpqrmpjylqmpyjlpmlyjrqpmqryjlpmqryjljygyjl""),
                Objects.equals(s.encrypt(""a""), ""e"")
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}","    Create a function encrypt that takes a string as an argument and
    returns a string encrypted with the alphabet being rotated.
    The alphabet should be rotated in a manner such that the letters
    shift down by two multiplied to two places.
    For example:
    encrypt(""hi"") returns ""lm""
    encrypt(""asdfghjkl"") returns ""ewhjklnop""
    encrypt(""gf"") returns ""kj""
    encrypt(""et"") returns ""ix""","import java.util.*;
import java.lang.*;

class Solution {
    public String encrypt(String s) {
","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                Objects.equals(s.encrypt(""hi""), ""lm""),
                Objects.equals(s.encrypt(""asdfghjkl""), ""ewhjklnop""),
                Objects.equals(s.encrypt(""gf""), ""kj""),
                Objects.equals(s.encrypt(""et""), ""ix"")
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}
"
Java/90,"import java.util.*;
import java.lang.*;

class Solution {
    /**
    You are given a list of integers.
    Write a function nextSmallest() that returns the 2nd smallest element of the list.
    Return null if there is no such element.
    <p>
    nextSmallest(Arrays.asList(1, 2, 3, 4, 5)) == Optional[2]
    nextSmallest(Arrays.asList(5, 1, 4, 3, 2)) == Optional[2]
    nextSmallest(Arrays.asList()) == Optional.empty
    nextSmallest(Arrays.asList(1, 1)) == Optional.empty
     */
    public Optional<Integer> nextSmallest(List<Integer> lst) {
","                Set < Integer > set = new HashSet<>(lst);
        List<Integer> l = new ArrayList<>(set);
        Collections.sort(l);
        if (l.size() < 2) {
            return Optional.empty();
        } else {
            return Optional.of(l.get(1));
        }
    }
}","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.nextSmallest(new ArrayList<>(Arrays.asList(1, 2, 3, 4, 5))).get() == 2,
                s.nextSmallest(new ArrayList<>(Arrays.asList(5, 1, 4, 3, 2))).get() == 2,
                s.nextSmallest(new ArrayList<>(List.of())).isEmpty(),
                s.nextSmallest(new ArrayList<>(Arrays.asList(1, 1))).isEmpty(),
                s.nextSmallest(new ArrayList<>(Arrays.asList(1, 1, 1, 1, 0))).get() == 1,
                s.nextSmallest(new ArrayList<>(Arrays.asList(1, (int) Math.pow(0.0, 0.0)))).isEmpty(),
                s.nextSmallest(new ArrayList<>(Arrays.asList(-35, 34, 12, -45))).get() == -35
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}","    You are given a list of integers.
    Write a function nextSmallest() that returns the 2nd smallest element of the list.
    Return null if there is no such element.
    <p>
    nextSmallest(Arrays.asList(1, 2, 3, 4, 5)) == Optional[2]
    nextSmallest(Arrays.asList(5, 1, 4, 3, 2)) == Optional[2]
    nextSmallest(Arrays.asList()) == Optional.empty
    nextSmallest(Arrays.asList(1, 1)) == Optional.empty","import java.util.*;
import java.lang.*;

class Solution {
    public Optional<Integer> nextSmallest(List<Integer> lst) {
","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.nextSmallest(new ArrayList<>(Arrays.asList(1, 2, 3, 4, 5))).get() == 2,
                s.nextSmallest(new ArrayList<>(Arrays.asList(5, 1, 4, 3, 2))).get() == 2,
                s.nextSmallest(new ArrayList<>(List.of())).isEmpty(),
                s.nextSmallest(new ArrayList<>(Arrays.asList(1, 1))).isEmpty()
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}
"
Java/91,"import java.util.*;
import java.lang.*;

class Solution {
    /**
    You'll be given a string of words, and your task is to count the number
    of boredoms. A boredom is a sentence that starts with the word ""I"".
    Sentences are delimited by '.', '?' or '!'.

    For example:
    >>> isBored(""Hello world"")
    0
    >>> isBored(""The sky is blue. The sun is shining. I love this weather"")
    1
     */
    public int isBored(String S) {
","        String [] sentences = S.split(""[.?!]\s*"");
        int count = 0;
        for (String sentence : sentences) {
            if (sentence.subSequence(0, 2).equals(""I "")) {
                count += 1;
            }
        }
        return count;
    }
}","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.isBored(""Hello world"") == 0,
                s.isBored(""Is the sky blue?"") == 0,
                s.isBored(""I love It !"") == 1,
                s.isBored(""bIt"") == 0,
                s.isBored(""I feel good today. I will be productive. will kill It"") == 2,
                s.isBored(""You and I are going for a walk"") == 0
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}","    You'll be given a string of words, and your task is to count the number
    of boredoms. A boredom is a sentence that starts with the word ""I"".
    Sentences are delimited by '.', '?' or '!'.

    For example:
    >>> isBored(""Hello world"")
    0
    >>> isBored(""The sky is blue. The sun is shining. I love this weather"")
    1","import java.util.*;
import java.lang.*;

class Solution {
    public int isBored(String S) {
","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.isBored(""Hello world"") == 0,
                s.isBored(""The sky is blue. The sun is shining. I love this weather"") == 1
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}
"
Java/92,"import java.util.*;
import java.lang.*;

class Solution {
    /**
    Create a function that takes 3 numbers.
    Returns true if one of the numbers is equal to the sum of the other two, and all numbers are integers.
    Returns false in any other cases.

    Examples
    anyInt(5, 2, 7) -> true

    anyInt(3, 2, 2) -> false

    anyInt(3, -2, 1) -> true

    anyInt(3.6, -2.2, 2) -> false
     */
    public boolean anyInt(Object x, Object y, Object z) {
","        if (x instanceof Integer && y instanceof Integer && z instanceof Integer) {
            return (int) x + (int) y == (int) z || (int) x + (int) z == (int) y || (int) y + (int) z == (int) x;
        }
        return false;
    }
}","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.anyInt(2, 3, 1) == true,
                s.anyInt(2.5, 2, 3) == false,
                s.anyInt(1.5, 5, 3.5) == false,
                s.anyInt(2, 6, 2) == false,
                s.anyInt(4, 2, 2) == true,
                s.anyInt(2.2, 2.2, 2.2) == false,
                s.anyInt(-4, 6, 2) == true,
                s.anyInt(2, 1, 1) == true,
                s.anyInt(3, 4, 7) == true,
                s.anyInt(3.0, 4, 7) == false
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}","    Create a function that takes 3 numbers.
    Returns true if one of the numbers is equal to the sum of the other two, and all numbers are integers.
    Returns false in any other cases.

    Examples
    anyInt(5, 2, 7) -> true

    anyInt(3, 2, 2) -> false

    anyInt(3, -2, 1) -> true

    anyInt(3.6, -2.2, 2) -> false","import java.util.*;
import java.lang.*;

class Solution {
    public boolean anyInt(Object x, Object y, Object z) {
","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.anyInt(5, 2, 7) == true,
                s.anyInt(3, 2, 2) == false,
                s.anyInt(3, -2, 1) == true,
                s.anyInt(3.6, -2.2, 2) == false
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}
"
Java/93,"import java.util.*;
import java.lang.*;

class Solution {
    /**
    Write a function that takes a message, and encodes in such a
    way that it swaps case of all letters, replaces all vowels in
    the message with the letter that appears 2 places ahead of that
    vowel in the english alphabet.
    Assume only letters.

    Examples:
    >>> encode(""test"")
    ""TGST""
    >>> encode(""This is a message"")
    ""tHKS KS C MGSSCGG""
     */
    public String encode(String message) {
","        String vowels = ""aeiouAEIOU"";
        StringBuilder sb = new StringBuilder();
        for (char c : message.toCharArray()) {
            char ch = c;
            if (Character.isUpperCase(ch)) {
                ch = Character.toLowerCase(ch);
                if (vowels.indexOf(ch) != -1) {
                    ch = (char) ('a' + ((ch - 'a' + 28) % 26));
                }
            } else if (Character.isLowerCase(ch)) {
                ch = Character.toUpperCase(ch);
                if (vowels.indexOf(ch) != -1) {
                    ch = (char) ('A' + ((ch - 'A' + 28) % 26));
                }
            }
            sb.append(ch);
        }
        return sb.toString();
    }
}","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                Objects.equals(s.encode(""TEST""), ""tgst""),
                Objects.equals(s.encode(""Mudasir""), ""mWDCSKR""),
                Objects.equals(s.encode(""YES""), ""ygs""),
                Objects.equals(s.encode(""This is a message""), ""tHKS KS C MGSSCGG""),
                Objects.equals(s.encode(""I DoNt KnOw WhAt tO WrItE""), ""k dQnT kNqW wHcT Tq wRkTg"")
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}","    Write a function that takes a message, and encodes in such a
    way that it swaps case of all letters, replaces all vowels in
    the message with the letter that appears 2 places ahead of that
    vowel in the english alphabet.
    Assume only letters.

    Examples:
    >>> encode(""test"")
    ""TGST""
    >>> encode(""This is a message"")
    ""tHKS KS C MGSSCGG""","import java.util.*;
import java.lang.*;

class Solution {
    public String encode(String message) {
","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                Objects.equals(s.encode(""test""), ""TGST""),
                Objects.equals(s.encode(""This is a message""), ""tHKS KS C MGSSCGG"")
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}
"
Java/94,"import java.util.*;
import java.lang.*;

class Solution {
    /**
    You are given a list of integers.
    You need to find the largest prime value and return the sum of its digits.

    Examples:
    For lst = [0,3,2,1,3,5,7,4,5,5,5,2,181,32,4,32,3,2,32,324,4,3] the output should be 10
    For lst = [1,0,1,8,2,4597,2,1,3,40,1,2,1,2,4,2,5,1] the output should be 25
    For lst = [1,3,1,32,5107,34,83278,109,163,23,2323,32,30,1,9,3] the output should be 13
    For lst = [0,724,32,71,99,32,6,0,5,91,83,0,5,6] the output should be 11
    For lst = [0,81,12,3,1,21] the output should be 3
    For lst = [0,8,1,2,1,7] the output should be 7
     */
    public int skjkasdkd(List<Integer> lst) {
","        int maxx = 0;
        for (int i : lst) {
            if (i > maxx) {
                boolean isPrime = i != 1;
                for (int j = 2; j < Math.sqrt(i) + 1; j++) {
                    if (i % j == 0) {
                        isPrime = false;
                        break;
                    }
                }
                if (isPrime) {
                    maxx = i;
                }
            }
        }
        int sum = 0;
        for (char c : String.valueOf(maxx).toCharArray()) {
            sum += (c - '0');
        }
        return sum;
    }
}","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.skjkasdkd(Arrays.asList(0, 3, 2, 1, 3, 5, 7, 4, 5, 5, 5, 2, 181, 32, 4, 32, 3, 2, 32, 324, 4, 3)) == 10,
                s.skjkasdkd(Arrays.asList(1, 0, 1, 8, 2, 4597, 2, 1, 3, 40, 1, 2, 1, 2, 4, 2, 5, 1)) == 25,
                s.skjkasdkd(Arrays.asList(1, 3, 1, 32, 5107, 34, 83278, 109, 163, 23, 2323, 32, 30, 1, 9, 3)) == 13,
                s.skjkasdkd(Arrays.asList(0, 724, 32, 71, 99, 32, 6, 0, 5, 91, 83, 0, 5, 6)) == 11,
                s.skjkasdkd(Arrays.asList(0, 81, 12, 3, 1, 21)) == 3,
                s.skjkasdkd(Arrays.asList(0, 8, 1, 2, 1, 7)) == 7,
                s.skjkasdkd(List.of(8191)) == 19,
                s.skjkasdkd(Arrays.asList(8191, 123456, 127, 7)) == 19,
                s.skjkasdkd(Arrays.asList(127, 97, 8192)) == 10
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}","    You are given a list of integers.
    You need to find the largest prime value and return the sum of its digits.

    Examples:
    For lst = [0,3,2,1,3,5,7,4,5,5,5,2,181,32,4,32,3,2,32,324,4,3] the output should be 10
    For lst = [1,0,1,8,2,4597,2,1,3,40,1,2,1,2,4,2,5,1] the output should be 25
    For lst = [1,3,1,32,5107,34,83278,109,163,23,2323,32,30,1,9,3] the output should be 13
    For lst = [0,724,32,71,99,32,6,0,5,91,83,0,5,6] the output should be 11
    For lst = [0,81,12,3,1,21] the output should be 3
    For lst = [0,8,1,2,1,7] the output should be 7","import java.util.*;
import java.lang.*;

class Solution {
    public int skjkasdkd(List<Integer> lst) {
","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.skjkasdkd(Arrays.asList(0, 3, 2, 1, 3, 5, 7, 4, 5, 5, 5, 2, 181, 32, 4, 32, 3, 2, 32, 324, 4, 3)) == 10,
                s.skjkasdkd(Arrays.asList(1, 0, 1, 8, 2, 4597, 2, 1, 3, 40, 1, 2, 1, 2, 4, 2, 5, 1)) == 25,
                s.skjkasdkd(Arrays.asList(1, 3, 1, 32, 5107, 34, 83278, 109, 163, 23, 2323, 32, 30, 1, 9, 3)) == 13,
                s.skjkasdkd(Arrays.asList(0, 724, 32, 71, 99, 32, 6, 0, 5, 91, 83, 0, 5, 6)) == 11,
                s.skjkasdkd(Arrays.asList(0, 81, 12, 3, 1, 21)) == 3,
                s.skjkasdkd(Arrays.asList(0, 8, 1, 2, 1, 7)) == 7
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}
"
Java/95,"import java.util.*;
import java.lang.*;

class Solution {
    /**
    Given a map, return True if all keys are strings in lower
    case or all keys are strings in upper case, else return False.
    The function should return False is the given map is empty.
    Examples:
    checkDictCase({""a"":""apple"", ""b"":""banana""}) should return True.
    checkDictCase({""a"":""apple"", ""A"":""banana"", ""B"":""banana""}) should return False.
    checkDictCase({""a"":""apple"", 8:""banana"", ""a"":""apple""}) should return False.
    checkDictCase({""Name"":""John"", ""Age"":""36"", ""City"":""Houston""}) should return False.
    checkDictCase({""STATE"":""NC"", ""ZIP"":""12345"" }) should return True.
     */
    public boolean checkDictCase(Map<Object, Object> dict) {
","        if (dict.isEmpty()) {
            return false;
        }
        String state = ""start"";
        for (Map.Entry entry : dict.entrySet()) {
            if (!(entry.getKey() instanceof String key)) {
                state = ""mixed"";
                break;
            }
            boolean is_upper = true, is_lower = true;
            for (char c : key.toCharArray()) {
                if (Character.isLowerCase(c)) {
                    is_upper = false;
                } else if (Character.isUpperCase(c)) {
                    is_lower = false;
                } else {
                    is_upper = false;
                    is_lower = false;
                }
            }
            if (state.equals(""start"")) {
                if (is_upper) {
                    state = ""upper"";
                } else if (is_lower) {
                    state = ""lower"";
                } else {
                    break;
                }
            } else if ((state.equals(""upper"") && !is_upper) || (state.equals(""lower"") && !is_lower)) {
                state = ""mixed"";
                break;
            }
        }
        return state.equals(""upper"") || state.equals(""lower"");
    }
}","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        Map<Object, Object> map1 = new HashMap<>();
        map1.put(""p"", ""pineapple"");
        map1.put(""b"", ""banana"");
        Map<Object, Object> map2 = new HashMap<>();
        map2.put(""p"", ""pineapple"");
        map2.put(""A"", ""banana"");
        map2.put(""B"", ""banana"");
        Map<Object, Object> map3 = new HashMap<>();
        map3.put(""p"", ""pineapple"");
        map3.put(5, ""banana"");
        map3.put(""a"", ""banana"");
        Map<Object, Object> map4 = new HashMap<>();
        map4.put(""Name"", ""John"");
        map4.put(""Age"", ""36"");
        map4.put(""City"", ""Houston"");
        Map<Object, Object> map5 = new HashMap<>();
        map5.put(""STATE"", ""NC"");
        map5.put(""ZIP"", ""12345"");
        Map<Object, Object> map6 = new HashMap<>();
        map6.put(""fruit"", ""Orange"");
        map6.put(""taste"", ""Sweet"");
        Map<Object, Object> map7 = new HashMap<>();
        List<Boolean> correct = Arrays.asList(
                s.checkDictCase(map1),
                !s.checkDictCase(map2),
                !s.checkDictCase(map3),
                !s.checkDictCase(map4),
                s.checkDictCase(map5),
                s.checkDictCase(map6),
                !s.checkDictCase(map7)
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}","    Given a map, return True if all keys are strings in lower
    case or all keys are strings in upper case, else return False.
    The function should return False is the given map is empty.
    Examples:
    checkDictCase({""a"":""apple"", ""b"":""banana""}) should return True.
    checkDictCase({""a"":""apple"", ""A"":""banana"", ""B"":""banana""}) should return False.
    checkDictCase({""a"":""apple"", 8:""banana"", ""a"":""apple""}) should return False.
    checkDictCase({""Name"":""John"", ""Age"":""36"", ""City"":""Houston""}) should return False.
    checkDictCase({""STATE"":""NC"", ""ZIP"":""12345"" }) should return True.","import java.util.*;
import java.lang.*;

class Solution {
    public boolean checkDictCase(Map<Object, Object> dict) {
","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        Map<Object, Object> map1 = new HashMap<>();
        map1.put(""p"", ""pineapple"");
        map1.put(""b"", ""banana"");
        Map<Object, Object> map2 = new HashMap<>();
        map2.put(""p"", ""pineapple"");
        map2.put(""A"", ""banana"");
        map2.put(""B"", ""banana"");
        Map<Object, Object> map3 = new HashMap<>();
        map3.put(""p"", ""pineapple"");
        map3.put(8, ""banana"");
        map3.put(""a"", ""banana"");
        Map<Object, Object> map4 = new HashMap<>();
        map4.put(""Name"", ""John"");
        map4.put(""Age"", ""36"");
        map4.put(""City"", ""Houston"");
        Map<Object, Object> map5 = new HashMap<>();
        map5.put(""STATE"", ""NC"");
        map5.put(""ZIP"", ""12345"");
        Map<Object, Object> map6 = new HashMap<>();
        map6.put(""fruit"", ""Orange"");
        map6.put(""taste"", ""Sweet"");
        Map<Object, Object> map7 = new HashMap<>();
        List<Boolean> correct = Arrays.asList(
                s.checkDictCase(map1),
                !s.checkDictCase(map2),
                !s.checkDictCase(map3),
                !s.checkDictCase(map4),
                s.checkDictCase(map5)
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}
"
Java/96,"import java.util.*;
import java.lang.*;

class Solution {
    /**
    Implement a function that takes an non-negative integer and returns an array of the first n
    integers that are prime numbers and less than n.
    for example:
    countUpTo(5) => [2,3]
    countUpTo(11) => [2,3,5,7]
    countUpTo(0) => []
    countUpTo(20) => [2,3,5,7,11,13,17,19]
    countUpTo(1) => []
    countUpTo(18) => [2,3,5,7,11,13,17]
     */
    public List<Integer> countUpTo(int n) {
","        List<Integer> primes = new ArrayList<>();
        for (int i = 2; i < n; i++) {
            boolean is_prime = true;
            for (int j = 2; j < i; j++) {
                if (i % j == 0) {
                    is_prime = false;
                    break;
                }
            }
            if (is_prime) {
                primes.add(i);
            }
        }
        return primes;
    }
}","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.countUpTo(5).equals(Arrays.asList(2, 3)),
                s.countUpTo(6).equals(Arrays.asList(2, 3, 5)),
                s.countUpTo(7).equals(Arrays.asList(2, 3, 5)),
                s.countUpTo(10).equals(Arrays.asList(2, 3, 5, 7)),
                s.countUpTo(0).equals(List.of()),
                s.countUpTo(22).equals(Arrays.asList(2, 3, 5, 7, 11, 13, 17, 19)),
                s.countUpTo(1).equals(List.of()),
                s.countUpTo(18).equals(Arrays.asList(2, 3, 5, 7, 11, 13, 17)),
                s.countUpTo(47).equals(Arrays.asList(2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37, 41, 43)),
                s.countUpTo(101).equals(Arrays.asList(2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37, 41, 43, 47, 53, 59, 61, 67, 71, 73, 79, 83, 89, 97))
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}","    Implement a function that takes an non-negative integer and returns an array of the first n
    integers that are prime numbers and less than n.
    for example:
    countUpTo(5) => [2,3]
    countUpTo(11) => [2,3,5,7]
    countUpTo(0) => []
    countUpTo(20) => [2,3,5,7,11,13,17,19]
    countUpTo(1) => []
    countUpTo(18) => [2,3,5,7,11,13,17]","import java.util.*;
import java.lang.*;

class Solution {
    public List<Integer> countUpTo(int n) {
","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.countUpTo(5).equals(Arrays.asList(2, 3)),
                s.countUpTo(11).equals(Arrays.asList(2, 3, 5, 7)),
                s.countUpTo(0).equals(List.of()),
                s.countUpTo(20).equals(Arrays.asList(2, 3, 5, 7, 11, 13, 17, 19)),
                s.countUpTo(1).equals(List.of()),
                s.countUpTo(18).equals(Arrays.asList(2, 3, 5, 7, 11, 13, 17))
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}
"
Java/97,"import java.util.*;
import java.lang.*;

class Solution {
    /**
    Complete the function that takes two integers and returns
    the product of their unit digits.
    Assume the input is always valid.
    Examples:
    multiply(148, 412) should return 16.
    multiply(19, 28) should return 72.
    multiply(2020, 1851) should return 0.
    multiply(14,-15) should return 20.
     */
    public int multiply(int a, int b) {
","        return Math.abs(a % 10) * Math.abs(b % 10);
    }
}","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.multiply(148, 412) == 16,
                s.multiply(19, 28) == 72,
                s.multiply(2020, 1851) == 0,
                s.multiply(14,-15) == 20,
                s.multiply(76, 67) == 42,
                s.multiply(17, 27) == 49,
                s.multiply(0, 1) == 0,
                s.multiply(0, 0) == 0
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}","    Complete the function that takes two integers and returns
    the product of their unit digits.
    Assume the input is always valid.
    Examples:
    multiply(148, 412) should return 16.
    multiply(19, 28) should return 72.
    multiply(2020, 1851) should return 0.
    multiply(14,-15) should return 20.","import java.util.*;
import java.lang.*;

class Solution {
    public int multiply(int a, int b) {
","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.multiply(148, 412) == 16,
                s.multiply(19, 28) == 72,
                s.multiply(2020, 1851) == 0,
                s.multiply(14,-15) == 20
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}
"
Java/98,"import java.util.*;
import java.lang.*;

class Solution {
    /**
    Given a string s, count the number of uppercase vowels in even indices.
    
    For example:
    countUpper(""aBCdEf"") returns 1
    countUpper(""abcdefg"") returns 0
    countUpper(""dBBE"") returns 0
     */    
    public int countUpper(String s) {
","        int count = 0;
        for (int i = 0; i < s.length(); i += 2) {
            if (""AEIOU"".indexOf(s.charAt(i)) != -1) {
                count += 1;
            }
        }
        return count;
    }
}","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.countUpper(""aBCdEf"")  == 1,
                s.countUpper(""abcdefg"") == 0,
                s.countUpper(""dBBE"") == 0,
                s.countUpper(""B"")  == 0,
                s.countUpper(""U"")  == 1,
                s.countUpper("""") == 0,
                s.countUpper(""EEEE"") == 2
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}","    Given a string s, count the number of uppercase vowels in even indices.
    
    For example:
    countUpper(""aBCdEf"") returns 1
    countUpper(""abcdefg"") returns 0
    countUpper(""dBBE"") returns 0","import java.util.*;
import java.lang.*;

class Solution {
    public int countUpper(String s) {
","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.countUpper(""aBCdEf"")  == 1,
                s.countUpper(""abcdefg"") == 0,
                s.countUpper(""dBBE"") == 0
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}
"
Java/99,"import java.util.*;
import java.lang.*;

class Solution {
    /**
    Create a function that takes a value (string) representing a number
    and returns the closest integer to it. If the number is equidistant
    from two integers, round it away from zero.

    Examples
    >>> closest_integer(""10"")
    10
    >>> closest_integer(""15.3"")
    15

    Note:
    Rounding away from zero means that if the given number is equidistant
    from two integers, the one you should return is the one that is the
    farthest from zero. For example closest_integer(""14.5"") should
    return 15 and closest_integer(""-14.5"") should return -15.
     */
    public int countUpper(String value) {
","        if (value.contains(""."")) {
            while (value.charAt(value.length() - 1) == '0') {
                value = value.substring(0, value.length() - 1);
            }
        }
        double num = Double.parseDouble(value);
        int res = 0;
        if (value.substring(Math.max(value.length() - 2, 0)).equals("".5"")) {
            if (num > 0) {
                res = (int) Math.ceil(num);
            } else {
                res = (int) Math.floor(num);
            }
        } else if(value.length() > 0) {
            res = (int) Math.round(num);
        }
        return res;
    }
}","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.countUpper(""10"") == 10,
                s.countUpper(""14.5"") == 15,
                s.countUpper(""-15.5"") == -16,
                s.countUpper(""15.3"") == 15,
                s.countUpper(""0"") == 0
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}","    Create a function that takes a value (string) representing a number
    and returns the closest integer to it. If the number is equidistant
    from two integers, round it away from zero.

    Examples
    >>> closest_integer(""10"")
    10
    >>> closest_integer(""15.3"")
    15

    Note:
    Rounding away from zero means that if the given number is equidistant
    from two integers, the one you should return is the one that is the
    farthest from zero. For example closest_integer(""14.5"") should
    return 15 and closest_integer(""-14.5"") should return -15.","import java.util.*;
import java.lang.*;

class Solution {
    public int countUpper(String value) {
","public class Main {
    public static void main(String[] args) {
        Solution s = new Solution();
        List<Boolean> correct = Arrays.asList(
                s.countUpper(""10"") == 10,
                s.countUpper(""15.3"") == 15
        );
        if (correct.contains(false)) {
            throw new AssertionError();
        }
    }
}
"
